chamado_id,cliente_id,canal,assunto,severidade,status,abertoEm,resolvidoEm,tempoResolucaoHoras,satisfacao,transacaoDisputadaId
CH0000710,CLI0575,App,Solicitação de cancelamento,Baixa,Resolvido,2026-01-09T20:04:43,2026-01-10T06:04:43,10,4,
CH0000711,CLI1257,App,Reclamação de atendimento,Baixa,Aberto,2026-01-17T05:32:18,,,,
CH0000712,CLI0079,Chat,Alteração cadastral,Baixa,Resolvido,2025-09-09T15:02:10,2025-09-12T13:02:10,70,1,
CH0000713,CLI1143,App,Dúvida sobre produto,Média,Em Andamento,2025-11-09T08:24:06,,,,
CH0000714,CLI1281,Agência,Dúvida sobre produto,Baixa,Em Andamento,2026-02-07T00:58:20,,,,
CH0000715,CLI0650,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-10-28T01:19:38,2025-10-28T22:19:38,21,1,
CH0000716,CLI0760,App,Alteração cadastral,Média,Resolvido,2026-01-29T21:55:28,2026-02-01T00:55:28,51,3,
CH0000717,CLI0257,Telefone,Dúvida sobre produto,Baixa,Resolvido,2026-01-28T07:45:59,2026-01-31T02:45:59,67,3,
CH0000718,CLI0329,E-mail,Contestação de transação,Baixa,Resolvido,2025-10-26T16:54:32,2025-10-26T18:54:32,2,2,TX0012692
CH0000719,CLI0786,Chat,Problema no aplicativo,Baixa,Resolvido,2025-09-08T13:48:42,2025-09-10T08:48:42,43,2,
CH0000720,CLI0580,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-19T04:24:16,2026-02-19T05:24:16,1,5,
CH0000721,CLI0958,App,Elogio ao atendimento,Baixa,Em Andamento,2025-10-14T10:21:26,,,,
CH0000722,CLI1223,Agência,Solicitação de cancelamento,Baixa,Em Andamento,2025-09-14T00:48:52,,,,
CH0000723,CLI0534,E-mail,Dúvida sobre produto,Média,Cancelado,2025-12-28T14:43:01,,,,
CH0000724,CLI1025,Chat,Problema no aplicativo,Média,Cancelado,2026-01-11T02:21:59,,,,
CH0000725,CLI0092,App,Solicitação de cancelamento,Baixa,Resolvido,2025-10-30T13:24:33,2025-10-30T23:24:33,10,2,
CH0000726,CLI0739,Telefone,Reclamação de atendimento,Média,Em Andamento,2025-09-05T17:59:59,,,,
CH0000727,CLI1134,Chat,Problema no aplicativo,Baixa,Resolvido,2025-09-19T20:05:11,2025-09-21T02:05:11,30,3,
CH0000728,CLI1108,E-mail,Dúvida sobre produto,Média,Resolvido,2025-10-03T00:08:04,2025-10-04T16:08:04,40,2,
CH0000729,CLI0013,App,Dúvida sobre produto,Baixa,Resolvido,2025-09-10T13:24:19,2025-09-11T11:24:19,22,3,
CH0000730,CLI1005,E-mail,Problema no aplicativo,Média,Aberto,2025-09-18T22:09:36,,,,
CH0000731,CLI0172,App,Solicitação de cancelamento,Alta,Resolvido,2025-09-11T22:30:47,2025-09-12T18:30:47,20,5,
CH0000732,CLI0425,App,Dúvida sobre produto,Baixa,Resolvido,2025-09-06T00:51:15,2025-09-08T13:51:15,61,2,
CH0000733,CLI0083,App,Solicitação de cancelamento,Baixa,Cancelado,2025-11-13T19:58:31,,,,
CH0000734,CLI1124,Chat,Elogio ao atendimento,Baixa,Resolvido,2026-02-05T21:48:14,2026-02-07T13:48:14,40,2,
CH0000735,CLI0593,App,Solicitação de cancelamento,Baixa,Resolvido,2025-11-21T08:15:33,2025-11-24T11:15:33,75,1,
CH0000736,CLI0912,Agência,Problema no aplicativo,Média,Em Andamento,2025-09-15T10:09:22,,,,
CH0000737,CLI0877,E-mail,Reclamação de atendimento,Baixa,Resolvido,2025-10-19T05:37:21,2025-10-23T01:37:21,92,5,
CH0000738,CLI0323,App,Elogio ao atendimento,Baixa,Aberto,2025-10-14T03:46:07,,,,
CH0000739,CLI1183,Chat,Dúvida sobre produto,Alta,Resolvido,2025-10-24T03:07:32,2025-10-25T14:07:32,35,5,
CH0000740,CLI1130,E-mail,Reclamação de atendimento,Baixa,Aberto,2025-11-05T15:09:30,,,,
CH0000741,CLI0096,Telefone,Reclamação de atendimento,Baixa,Em Andamento,2025-09-15T12:48:04,,,,
CH0000742,CLI0948,Chat,Dúvida sobre produto,Média,Resolvido,2025-12-27T12:49:24,2025-12-31T12:49:24,96,4,
CH0000743,CLI0952,Chat,Solicitação de cancelamento,Média,Resolvido,2025-12-14T13:10:07,2025-12-15T06:10:07,17,5,
CH0000744,CLI0053,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-09-30T03:06:05,2025-10-01T03:06:05,24,1,
CH0000745,CLI0209,Agência,Reclamação de atendimento,Baixa,Em Andamento,2026-01-15T04:36:40,,,,
CH0000746,CLI0364,App,Contestação de transação,Baixa,Aberto,2026-02-14T18:25:32,,,,TX0014118
CH0000747,CLI0736,Agência,Dúvida sobre fatura,Média,Aberto,2025-12-02T13:50:23,,,,
CH0000748,CLI1090,App,Dúvida sobre produto,Média,Em Andamento,2025-12-16T21:34:07,,,,
CH0000749,CLI0284,Chat,Dúvida sobre fatura,Baixa,Resolvido,2026-01-04T01:33:17,2026-01-06T05:33:17,52,3,
CH0000750,CLI0842,Telefone,Reclamação de atendimento,Média,Aberto,2025-12-14T23:16:50,,,,
CH0000751,CLI0831,Chat,Dúvida sobre fatura,Média,Aberto,2025-11-24T16:21:04,,,,
CH0000752,CLI1184,App,Dúvida sobre produto,Média,Em Andamento,2025-12-27T15:36:47,,,,
CH0000753,CLI1085,Chat,Dúvida sobre produto,Baixa,Resolvido,2026-02-22T16:56:00,2026-02-26T04:56:00,84,4,
CH0000754,CLI0614,Telefone,Dúvida sobre fatura,Baixa,Em Andamento,2025-10-04T19:06:43,,,,
CH0000755,CLI0779,Telefone,Problema no aplicativo,Alta,Aberto,2026-02-28T17:04:10,,,,
CH0000756,CLI0008,App,Dúvida sobre produto,Baixa,Em Andamento,2026-02-12T13:58:05,,,,
CH0000757,CLI1289,App,Dúvida sobre produto,Baixa,Resolvido,2025-12-19T10:32:57,2025-12-22T04:32:57,66,1,
CH0000758,CLI0614,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-09-20T06:37:33,2025-09-23T18:37:33,84,3,
CH0000759,CLI0514,Agência,Dúvida sobre produto,Média,Resolvido,2025-10-19T08:58:00,2025-10-21T19:58:00,59,3,
CH0000760,CLI0940,App,Problema no aplicativo,Média,Resolvido,2025-11-23T21:47:43,2025-11-25T09:47:43,36,3,
CH0000761,CLI0825,Telefone,Contestação de transação,Média,Resolvido,2025-12-31T23:02:02,2026-01-04T17:02:02,90,1,TX0017279
CH0000762,CLI0312,Chat,Solicitação de cancelamento,Alta,Resolvido,2025-09-15T19:03:10,2025-09-17T21:03:10,50,5,
CH0000763,CLI0867,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-01-18T10:03:51,2026-01-21T21:03:51,83,4,
CH0000764,CLI0723,App,Elogio ao atendimento,Baixa,Resolvido,2025-10-17T15:28:09,2025-10-21T07:28:09,88,5,
CH0000765,CLI0755,E-mail,Contestação de transação,Baixa,Resolvido,2026-02-22T21:18:09,2026-02-23T12:18:09,15,1,TX0018407
CH0000766,CLI0281,App,Dúvida sobre fatura,Baixa,Resolvido,2026-01-14T14:40:45,2026-01-17T20:40:45,78,4,
CH0000767,CLI0959,E-mail,Dúvida sobre produto,Média,Em Andamento,2025-11-11T06:23:59,,,,
CH0000768,CLI0941,Chat,Contestação de transação,Baixa,Resolvido,2025-12-06T09:20:02,2025-12-08T05:20:02,44,2,TX0009780
CH0000769,CLI0756,App,Dúvida sobre fatura,Baixa,Aberto,2025-09-03T04:44:35,,,,
CH0000770,CLI0179,Chat,Reclamação de atendimento,Média,Resolvido,2026-01-17T04:39:07,2026-01-20T03:39:07,71,1,
CH0000771,CLI0454,Chat,Dúvida sobre produto,Média,Resolvido,2025-09-21T06:47:00,2025-09-24T09:47:00,75,4,
CH0000772,CLI0184,E-mail,Solicitação de cancelamento,Alta,Resolvido,2026-02-20T18:55:04,2026-02-22T17:55:04,47,3,
CH0000773,CLI0730,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-10-05T04:48:36,2025-10-07T14:48:36,58,4,
CH0000774,CLI0749,App,Solicitação de cancelamento,Alta,Resolvido,2026-01-25T19:57:23,2026-01-27T19:57:23,48,1,
CH0000775,CLI0563,App,Problema no aplicativo,Baixa,Resolvido,2025-11-06T20:52:24,2025-11-10T12:52:24,88,5,
CH0000776,CLI0341,Agência,Dúvida sobre fatura,Baixa,Resolvido,2025-09-11T14:43:32,2025-09-15T09:43:32,91,1,
CH0000777,CLI0525,App,Contestação de transação,Média,Resolvido,2025-12-10T12:57:32,2025-12-14T07:57:32,91,5,TX0013474
CH0000778,CLI1285,Telefone,Alteração cadastral,Média,Resolvido,2026-01-10T17:31:43,2026-01-11T17:31:43,24,1,
CH0000779,CLI0041,E-mail,Contestação de transação,Média,Resolvido,2026-02-08T20:38:51,2026-02-09T02:38:51,6,5,TX0000047
CH0000780,CLI0919,Telefone,Elogio ao atendimento,Baixa,Resolvido,2025-10-27T05:11:34,2025-10-28T04:11:34,23,2,
CH0000781,CLI0476,Agência,Dúvida sobre produto,Alta,Cancelado,2025-10-06T13:15:39,,,,
CH0000782,CLI0997,Telefone,Elogio ao atendimento,Baixa,Aberto,2025-10-28T14:02:59,,,,
CH0000783,CLI0262,App,Contestação de transação,Média,Em Andamento,2025-09-24T04:21:48,,,,TX0011993
CH0000784,CLI0927,App,Problema no aplicativo,Média,Resolvido,2025-11-30T10:42:01,2025-12-02T13:42:01,51,1,
CH0000785,CLI0372,E-mail,Dúvida sobre fatura,Baixa,Resolvido,2025-09-16T00:34:52,2025-09-16T13:34:52,13,1,
CH0000786,CLI0408,App,Contestação de transação,Média,Resolvido,2025-11-17T05:07:58,2025-11-20T19:07:58,86,2,TX0011472
CH0000787,CLI0593,Agência,Problema no aplicativo,Baixa,Resolvido,2025-12-04T00:56:38,2025-12-04T16:56:38,16,4,
CH0000788,CLI1260,Telefone,Contestação de transação,Baixa,Resolvido,2025-10-27T16:32:30,2025-10-29T05:32:30,37,1,TX0001276
CH0000789,CLI0373,App,Elogio ao atendimento,Baixa,Resolvido,2025-10-09T04:54:20,2025-10-12T19:54:20,87,2,
CH0000790,CLI0031,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-10-20T11:07:39,2025-10-23T04:07:39,65,5,
CH0000791,CLI0794,Telefone,Dúvida sobre fatura,Baixa,Em Andamento,2025-12-05T12:56:02,,,,
CH0000792,CLI0551,App,Contestação de transação,Baixa,Resolvido,2025-09-17T07:33:13,2025-09-19T17:33:13,58,3,TX0014037
CH0000793,CLI0069,Chat,Solicitação de cancelamento,Alta,Resolvido,2025-11-05T00:25:22,2025-11-06T20:25:22,44,1,
CH0000794,CLI1214,Chat,Elogio ao atendimento,Baixa,Aberto,2025-09-25T23:49:40,,,,
CH0000795,CLI0619,App,Dúvida sobre produto,Média,Resolvido,2025-11-22T09:05:24,2025-11-25T20:05:24,83,1,
CH0000796,CLI0538,Telefone,Reclamação de atendimento,Média,Aberto,2025-12-02T22:22:24,,,,
CH0000797,CLI1242,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-10-29T09:06:49,2025-11-01T06:06:49,69,4,
CH0000798,CLI0592,Telefone,Contestação de transação,Baixa,Em Andamento,2025-11-24T10:02:39,,,,TX0009532
CH0000799,CLI1022,App,Solicitação de cancelamento,Média,Resolvido,2025-10-21T12:28:33,2025-10-24T05:28:33,65,4,
CH0000800,CLI0743,Chat,Contestação de transação,Baixa,Resolvido,2025-11-07T12:49:28,2025-11-11T01:49:28,85,5,TX0021948
CH0000801,CLI1029,Telefone,Problema no aplicativo,Baixa,Aberto,2025-10-30T02:04:04,,,,
CH0000802,CLI0644,App,Solicitação de cancelamento,Baixa,Resolvido,2026-01-30T18:00:59,2026-01-31T05:00:59,11,5,
CH0000803,CLI0374,App,Dúvida sobre fatura,Média,Aberto,2025-12-19T23:52:57,,,,
CH0000804,CLI1228,Agência,Dúvida sobre fatura,Baixa,Aberto,2026-02-13T07:59:24,,,,
CH0000805,CLI0077,Chat,Problema no aplicativo,Média,Resolvido,2025-11-26T14:28:01,2025-11-28T10:28:01,44,5,
CH0000806,CLI0221,App,Dúvida sobre produto,Média,Resolvido,2025-12-10T13:01:15,2025-12-12T14:01:15,49,3,
CH0000807,CLI0301,Telefone,Solicitação de cancelamento,Baixa,Aberto,2026-02-09T14:06:06,,,,
CH0000808,CLI0079,Telefone,Reclamação de atendimento,Média,Em Andamento,2025-09-26T06:27:59,,,,
CH0000809,CLI1105,E-mail,Dúvida sobre fatura,Média,Resolvido,2025-11-16T12:03:15,2025-11-19T13:03:15,73,5,
CH0000810,CLI0651,App,Elogio ao atendimento,Baixa,Resolvido,2026-01-29T15:26:20,2026-01-31T00:26:20,33,5,
CH0000811,CLI0262,Telefone,Elogio ao atendimento,Média,Resolvido,2025-12-14T15:29:53,2025-12-16T03:29:53,36,4,
CH0000812,CLI0923,E-mail,Alteração cadastral,Média,Resolvido,2025-09-14T23:26:02,2025-09-17T18:26:02,67,2,
CH0000813,CLI0245,E-mail,Solicitação de cancelamento,Alta,Em Andamento,2025-12-05T16:19:56,,,,
CH0000814,CLI0447,Chat,Alteração cadastral,Baixa,Aberto,2025-12-08T22:47:18,,,,
CH0000815,CLI1111,Chat,Alteração cadastral,Baixa,Em Andamento,2025-11-21T07:15:36,,,,
CH0000816,CLI1239,E-mail,Dúvida sobre produto,Média,Resolvido,2025-11-06T10:21:31,2025-11-08T11:21:31,49,3,
CH0000817,CLI0450,App,Solicitação de cancelamento,Baixa,Resolvido,2025-11-03T22:30:26,2025-11-04T00:30:26,2,2,
CH0000818,CLI0379,Chat,Alteração cadastral,Baixa,Cancelado,2026-01-04T20:34:24,,,,
CH0000819,CLI0732,Chat,Reclamação de atendimento,Média,Resolvido,2025-11-26T04:26:21,2025-11-26T05:26:21,1,3,
CH0000820,CLI0898,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-11-12T13:45:20,2025-11-14T07:45:20,42,2,
CH0000821,CLI0057,Telefone,Dúvida sobre fatura,Média,Resolvido,2026-01-07T11:10:19,2026-01-09T15:10:19,52,4,
CH0000822,CLI0399,App,Alteração cadastral,Baixa,Resolvido,2025-09-19T12:06:06,2025-09-21T04:06:06,40,5,
CH0000823,CLI0250,Chat,Dúvida sobre produto,Baixa,Em Andamento,2025-10-31T20:11:42,,,,
CH0000824,CLI1063,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-16T16:41:42,2026-02-17T05:41:42,13,3,
CH0000825,CLI1052,Telefone,Solicitação de cancelamento,Baixa,Em Andamento,2025-12-26T08:35:41,,,,
CH0000826,CLI0709,E-mail,Dúvida sobre produto,Baixa,Resolvido,2026-02-09T00:47:33,2026-02-12T19:47:33,91,3,
CH0000827,CLI1111,Chat,Solicitação de cancelamento,Baixa,Resolvido,2026-02-26T19:18:10,2026-02-28T15:18:10,44,2,
CH0000828,CLI0564,App,Problema no aplicativo,Baixa,Aberto,2025-11-15T21:50:30,,,,
CH0000829,CLI0651,Chat,Elogio ao atendimento,Baixa,Em Andamento,2025-09-16T19:07:29,,,,
CH0000830,CLI0830,Chat,Problema no aplicativo,Média,Em Andamento,2025-09-10T00:29:16,,,,
CH0000831,CLI0614,E-mail,Dúvida sobre produto,Média,Em Andamento,2025-10-07T12:40:58,,,,
CH0000832,CLI0225,Agência,Reclamação de atendimento,Média,Resolvido,2025-10-25T06:06:30,2025-10-27T17:06:30,59,5,
CH0000833,CLI0482,E-mail,Reclamação de atendimento,Baixa,Resolvido,2025-09-18T23:05:43,2025-09-21T15:05:43,64,1,
CH0000834,CLI1048,App,Dúvida sobre produto,Média,Resolvido,2025-10-17T20:02:39,2025-10-20T05:02:39,57,2,
CH0000835,CLI1125,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-12-31T08:55:58,2026-01-01T05:55:58,21,3,
CH0000836,CLI0398,App,Elogio ao atendimento,Média,Resolvido,2026-01-26T23:02:59,2026-01-29T05:02:59,54,1,
CH0000837,CLI0954,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-19T13:52:21,2026-02-22T16:52:21,75,5,
CH0000838,CLI0311,Agência,Reclamação de atendimento,Média,Resolvido,2026-01-20T19:15:45,2026-01-23T16:15:45,69,5,
CH0000839,CLI0285,App,Solicitação de cancelamento,Baixa,Resolvido,2025-11-10T19:42:08,2025-11-14T06:42:08,83,5,
CH0000840,CLI0252,App,Elogio ao atendimento,Baixa,Em Andamento,2025-12-23T13:16:02,,,,
CH0000841,CLI0667,App,Reclamação de atendimento,Baixa,Resolvido,2025-11-09T23:30:43,2025-11-12T23:30:43,72,5,
CH0000842,CLI0358,App,Alteração cadastral,Baixa,Resolvido,2025-12-31T07:15:27,2026-01-01T02:15:27,19,2,
CH0000843,CLI0616,Telefone,Alteração cadastral,Baixa,Resolvido,2025-11-03T23:39:26,2025-11-04T03:39:26,4,4,
CH0000844,CLI0827,App,Solicitação de cancelamento,Baixa,Cancelado,2025-09-04T07:52:42,,,,
CH0000845,CLI1234,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-12-07T01:50:01,2025-12-08T19:50:01,42,1,
CH0000846,CLI0718,Chat,Problema no aplicativo,Baixa,Resolvido,2026-02-27T05:02:50,2026-03-01T20:02:50,63,1,
CH0000847,CLI1108,E-mail,Contestação de transação,Baixa,Resolvido,2025-10-31T08:09:23,2025-11-03T23:09:23,87,5,TX0019786
CH0000848,CLI0399,E-mail,Solicitação de cancelamento,Baixa,Cancelado,2025-12-25T21:22:24,,,,
CH0000849,CLI0386,Telefone,Reclamação de atendimento,Baixa,Resolvido,2026-02-07T17:25:12,2026-02-11T07:25:12,86,4,
CH0000850,CLI0256,Telefone,Dúvida sobre produto,Baixa,Resolvido,2026-01-01T12:01:33,2026-01-04T12:01:33,72,4,
CH0000851,CLI0084,App,Solicitação de cancelamento,Alta,Resolvido,2025-11-18T06:32:19,2025-11-19T00:32:19,18,3,
CH0000852,CLI0109,App,Reclamação de atendimento,Baixa,Em Andamento,2026-01-18T09:50:11,,,,
CH0000853,CLI0872,Chat,Elogio ao atendimento,Média,Aberto,2025-10-05T07:04:15,,,,
CH0000854,CLI0394,Chat,Solicitação de cancelamento,Alta,Em Andamento,2025-09-18T14:58:27,,,,
CH0000855,CLI0192,App,Dúvida sobre produto,Baixa,Resolvido,2026-02-28T22:36:26,2026-03-02T10:36:26,36,4,
CH0000856,CLI0889,Telefone,Solicitação de cancelamento,Média,Resolvido,2025-12-16T06:18:30,2025-12-20T06:18:30,96,2,
CH0000857,CLI0263,Chat,Alteração cadastral,Alta,Resolvido,2025-10-13T20:30:14,2025-10-17T05:30:14,81,4,
CH0000858,CLI0106,Telefone,Contestação de transação,Baixa,Resolvido,2026-01-18T07:30:13,2026-01-19T22:30:13,39,2,TX0019556
CH0000859,CLI0703,Chat,Contestação de transação,Média,Resolvido,2026-01-16T17:39:04,2026-01-18T19:39:04,50,4,TX0022500
CH0000860,CLI0514,App,Dúvida sobre produto,Média,Resolvido,2025-12-09T18:20:51,2025-12-13T17:20:51,95,5,
CH0000861,CLI1079,App,Contestação de transação,Alta,Resolvido,2025-10-22T13:12:47,2025-10-22T18:12:47,5,4,TX0010839
CH0000862,CLI0448,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-03T17:34:33,2026-02-06T01:34:33,56,3,
CH0000863,CLI0628,App,Dúvida sobre produto,Média,Em Andamento,2025-09-26T21:52:07,,,,
CH0000864,CLI1076,Chat,Contestação de transação,Média,Em Andamento,2025-12-05T03:31:45,,,,TX0021422
CH0000865,CLI0724,Telefone,Solicitação de cancelamento,Média,Resolvido,2025-09-28T04:12:07,2025-09-28T09:12:07,5,2,
CH0000866,CLI0220,E-mail,Elogio ao atendimento,Baixa,Resolvido,2026-01-31T03:27:48,2026-02-01T20:27:48,41,3,
CH0000867,CLI0011,Chat,Reclamação de atendimento,Alta,Resolvido,2025-11-18T02:40:40,2025-11-19T07:40:40,29,2,
CH0000868,CLI1086,App,Contestação de transação,Média,Resolvido,2025-12-01T02:34:54,2025-12-05T00:34:54,94,4,TX0011966
CH0000869,CLI0468,Agência,Alteração cadastral,Baixa,Cancelado,2026-01-31T05:39:33,,,,
CH0000870,CLI0697,Telefone,Alteração cadastral,Baixa,Resolvido,2025-09-05T13:45:00,2025-09-08T23:45:00,82,4,
CH0000871,CLI0848,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-10-02T13:22:56,2025-10-06T12:22:56,95,4,
CH0000872,CLI0239,App,Alteração cadastral,Média,Resolvido,2026-02-10T20:15:00,2026-02-12T01:15:00,29,4,
CH0000873,CLI0399,Agência,Problema no aplicativo,Baixa,Resolvido,2025-10-02T06:39:44,2025-10-03T06:39:44,24,1,
CH0000874,CLI0730,Agência,Reclamação de atendimento,Baixa,Resolvido,2025-10-04T12:15:25,2025-10-07T20:15:25,80,1,
CH0000875,CLI0892,App,Solicitação de cancelamento,Baixa,Em Andamento,2025-10-24T06:34:19,,,,
CH0000876,CLI0255,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-22T17:26:43,2026-02-22T19:26:43,2,3,
CH0000877,CLI0948,App,Alteração cadastral,Baixa,Resolvido,2025-10-20T02:43:48,2025-10-20T09:43:48,7,3,
CH0000878,CLI0666,Telefone,Dúvida sobre fatura,Baixa,Resolvido,2025-11-16T10:54:39,2025-11-18T01:54:39,39,5,
CH0000879,CLI0555,App,Contestação de transação,Baixa,Resolvido,2026-02-17T16:37:59,2026-02-18T12:37:59,20,5,TX0000554
CH0000880,CLI0317,Agência,Contestação de transação,Baixa,Resolvido,2025-12-19T15:46:44,2025-12-22T00:46:44,57,4,TX0007180
CH0000881,CLI0096,Chat,Dúvida sobre fatura,Média,Resolvido,2025-11-14T16:06:31,2025-11-15T19:06:31,27,4,
CH0000882,CLI0008,E-mail,Alteração cadastral,Baixa,Resolvido,2025-11-30T08:08:18,2025-12-01T16:08:18,32,4,
CH0000883,CLI0322,App,Reclamação de atendimento,Média,Resolvido,2025-12-21T05:47:24,2025-12-24T05:47:24,72,1,
CH0000884,CLI1057,App,Elogio ao atendimento,Média,Resolvido,2025-09-23T04:22:41,2025-09-23T08:22:41,4,2,
CH0000885,CLI0318,App,Solicitação de cancelamento,Baixa,Aberto,2025-12-11T16:16:37,,,,
CH0000886,CLI0271,App,Problema no aplicativo,Média,Em Andamento,2025-10-09T23:44:04,,,,
CH0000887,CLI0349,App,Solicitação de cancelamento,Baixa,Em Andamento,2026-02-18T02:42:53,,,,
CH0000888,CLI0901,Telefone,Contestação de transação,Baixa,Resolvido,2025-09-28T18:49:22,2025-09-30T07:49:22,37,4,TX0019134
CH0000889,CLI1056,Telefone,Reclamação de atendimento,Média,Resolvido,2025-10-18T02:55:00,2025-10-21T07:55:00,77,5,
CH0000890,CLI1206,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-01T16:57:04,2026-02-03T22:57:04,54,4,
CH0000891,CLI1183,Telefone,Elogio ao atendimento,Alta,Resolvido,2025-11-08T04:51:19,2025-11-08T08:51:19,4,5,
CH0000892,CLI1162,Chat,Dúvida sobre fatura,Média,Cancelado,2026-01-01T09:59:22,,,,
CH0000893,CLI1272,App,Elogio ao atendimento,Média,Resolvido,2025-11-18T18:08:32,2025-11-19T06:08:32,12,1,
CH0000894,CLI0487,App,Contestação de transação,Baixa,Resolvido,2026-02-26T13:08:16,2026-02-27T18:08:16,29,3,TX0014995
CH0000895,CLI1242,E-mail,Dúvida sobre produto,Baixa,Aberto,2025-11-08T12:45:57,,,,
CH0000896,CLI0791,Chat,Contestação de transação,Baixa,Em Andamento,2025-09-26T18:20:22,,,,TX0004057
CH0000897,CLI0523,E-mail,Contestação de transação,Baixa,Aberto,2025-11-15T14:20:19,,,,TX0004710
CH0000898,CLI0915,Chat,Dúvida sobre produto,Alta,Resolvido,2025-11-23T17:44:54,2025-11-25T04:44:54,35,4,
CH0000899,CLI0157,Chat,Alteração cadastral,Baixa,Em Andamento,2025-10-14T05:11:48,,,,
CH0000900,CLI0037,E-mail,Problema no aplicativo,Média,Aberto,2025-11-05T15:37:59,,,,
CH0000901,CLI0637,App,Dúvida sobre fatura,Baixa,Resolvido,2026-01-24T22:40:36,2026-01-28T10:40:36,84,4,
CH0000902,CLI0701,Chat,Alteração cadastral,Média,Aberto,2025-11-10T23:52:30,,,,
CH0000903,CLI0200,Chat,Problema no aplicativo,Baixa,Aberto,2025-09-20T13:53:03,,,,
CH0000904,CLI0376,Telefone,Alteração cadastral,Alta,Cancelado,2025-10-30T11:09:58,,,,
CH0000905,CLI0628,App,Dúvida sobre fatura,Baixa,Cancelado,2025-12-30T08:02:48,,,,
CH0000906,CLI0850,App,Reclamação de atendimento,Média,Resolvido,2025-11-25T08:28:03,2025-11-27T06:28:03,46,3,
CH0000907,CLI0820,Chat,Alteração cadastral,Baixa,Resolvido,2025-09-05T00:28:21,2025-09-08T04:28:21,76,1,
CH0000908,CLI0593,App,Dúvida sobre fatura,Baixa,Em Andamento,2025-11-28T13:46:35,,,,
CH0000909,CLI0208,App,Reclamação de atendimento,Média,Em Andamento,2026-01-17T07:54:42,,,,
CH0000910,CLI0894,E-mail,Dúvida sobre produto,Alta,Resolvido,2025-09-11T10:42:56,2025-09-13T10:42:56,48,1,
CH0000911,CLI0846,App,Reclamação de atendimento,Baixa,Em Andamento,2026-01-16T23:44:15,,,,
CH0000912,CLI1277,App,Dúvida sobre fatura,Alta,Resolvido,2025-10-01T16:41:31,2025-10-03T09:41:31,41,4,
CH0000913,CLI1033,App,Dúvida sobre fatura,Baixa,Em Andamento,2026-02-21T00:47:02,,,,
CH0000914,CLI0042,Telefone,Contestação de transação,Média,Resolvido,2025-09-11T15:14:25,2025-09-12T05:14:25,14,1,TX0018205
CH0000915,CLI0197,Telefone,Elogio ao atendimento,Alta,Em Andamento,2025-09-13T02:00:20,,,,
CH0000916,CLI0034,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-11-17T09:39:41,2025-11-18T09:39:41,24,4,
